id,lemma,translation,transliteration,ipa,pos,category,examples,frequency,definition,audio,inflections
391,këmbë,leg,,/kəm.bə/,Noun,f,_____@,,(anatomy) leg,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'këmbë', 'këmbë', 'këmba', 'këmbët', 'kallëzore', 'këmbë', 'këmbë', 'këmbën', 'këmbët', 'gjinore', 'i', 'e', 'të', 'së', 'këmbe', 'këmbëve', 'këmbës', 'këmbëvet', 'dhanore', 'këmbe', 'këmbëve', 'këmbës', 'këmbëvet', 'rrjedhore', 'këmbe', 'këmbësh', 'këmbës', 'këmbëvet']~
392,limon,lemon,,,Noun,,_____@,,,,
393,mësim,lesson,,/məˈsim/,Noun,m,_____@,,course,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'mësim', 'mësime', 'mësimi', 'mësimet', 'kallëzore', 'mësim', 'mësime', 'mësimin', 'mësimet', 'gjinore', 'i', 'e', 'të', 'së', 'mësimi', 'mësimeve', 'mësimit', 'mësimevet', 'dhanore', 'mësimi', 'mësimeve', 'mësimit', 'mësimevet', 'rrjedhore', 'mësimi', 'mësimesh', 'mësimit', 'mësimevet']~
394,shkronjë,letter,,,Noun,f,_____@,,letter (symbol)Synonym: germë,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'shkronjë', 'shkronja', 'shkronja', 'shkronjat', 'kallëzore', 'shkronjë', 'shkronja', 'shkronjën', 'shkronjat', 'gjinore', 'i', 'e', 'të', 'së', 'shkronje', 'shkronjave', 'shkronjës', 'shkronjavet', 'dhanore', 'shkronje', 'shkronjave', 'shkronjës', 'shkronjavet', 'rrjedhore', 'shkronje', 'shkronjash', 'shkronjës', 'shkronjavet']~
395,bibliotekë,library,,[biblijo.tɛkə],Noun,?,_____@,,library,,
396,shtrihem,lie down,,,Verb,,_____@,,,,
397,dritë,light,,,Noun,f,Hëna nuk ka një dritë të vet.@The moon doesn't have light of its own.,,(physics) light,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'dritë', 'drita', 'drita', 'dritat', 'kallëzore', 'dritë', 'drita', 'dritën', 'dritat', 'gjinore', 'i', 'e', 'të', 'së', 'drite', 'dritave', 'dritës', 'dritavet', 'dhanore', 'drite', 'dritave', 'dritës', 'dritavet', 'rrjedhore', 'drite', 'dritash', 'dritës', 'dritavet']~
398,dritë,light,,,Noun,f,Hëna nuk ka një dritë të vet.@The moon doesn't have light of its own.,,(physics) light,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'dritë', 'drita', 'drita', 'dritat', 'kallëzore', 'dritë', 'drita', 'dritën', 'dritat', 'gjinore', 'i', 'e', 'të', 'së', 'drite', 'dritave', 'dritës', 'dritavet', 'dhanore', 'drite', 'dritave', 'dritës', 'dritavet', 'rrjedhore', 'drite', 'dritash', 'dritës', 'dritavet']~
399,dritë,light,,,Adjective,f,Hëna nuk ka një dritë të vet.@The moon doesn't have light of its own.,,(physics) light,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'dritë', 'drita', 'drita', 'dritat', 'kallëzore', 'dritë', 'drita', 'dritën', 'dritat', 'gjinore', 'i', 'e', 'të', 'së', 'drite', 'dritave', 'dritës', 'dritavet', 'dhanore', 'drite', 'dritave', 'dritës', 'dritavet', 'rrjedhore', 'drite', 'dritash', 'dritës', 'dritavet']~
400,dritë,light,,,Adjective,f,Hëna nuk ka një dritë të vet.@The moon doesn't have light of its own.,,(physics) light,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'dritë', 'drita', 'drita', 'dritat', 'kallëzore', 'dritë', 'drita', 'dritën', 'dritat', 'gjinore', 'i', 'e', 'të', 'së', 'drite', 'dritave', 'dritës', 'dritavet', 'dhanore', 'drite', 'dritave', 'dritës', 'dritavet', 'rrjedhore', 'drite', 'dritash', 'dritës', 'dritavet']~
401,pëlqej,like,,/pəlˈcɛj/,Verb,,~Nuk e pëlqej shumë atë , në fakt unë e urrej atë.@I don't like him much, in fact I hate him.~,,I like,,~['pëlqyer', 'duke pëlqyer', 'për të pëlqyer', 'pëlqej', 'pëlqen', 'pëlqen', 'pëlqejmë', 'pëlqeni', 'pëlqejnë', 'pëlqeja', 'pëlqeje', 'pëlqente', 'pëlqenim', 'pëlqenit', 'pëlqenin', 'pëlqeva', 'pëlqeve', 'pëlqeu', 'pëlqyem', 'pëlqyet', 'pëlqyen', 'kam pëlqyer', 'ke pëlqyer', 'ka pëlqyer', 'kemi pëlqyer', 'keni pëlqyer', 'kanë pëlqyer', 'kisha pëlqyer', 'kishe pëlqyer', 'kishte pëlqyer', 'kishim pëlqyer', 'kishit pëlqyer', 'kishin pëlqyer', 'pata pëlqyer', 'pate pëlqyer', 'pati pëlqyer', 'patëm pëlqyer', 'patët pëlqyer', 'patën pëlqyer', 'do të pëlqej', 'do të pëlqesh', 'do të pëlqejë', 'do të pëlqejmë', 'do të pëlqeni', 'do të pëlqejnë', 'do të kem pëlqyer', 'do të kesh pëlqyer', 'do të ketë pëlqyer', 'do të kemi pëlqyer', 'do të keni pëlqyer', 'do të kenë pëlqyer', 'të pëlqej', 'të pëlqesh', 'të pëlqejë', 'të pëlqejmë', 'të pëlqeni', 'të pëlqejnë', 'të pëlqeja', 'të pëlqeje', 'të pëlqente', 'të pëlqenim', 'të pëlqenit', 'të pëlqenin', 'të kem pëlqyer', 'të kesh pëlqyer', 'të ketë pëlqyer', 'të kemi pëlqyer', 'të keni pëlqyer', 'të kenë pëlqyer', 'të kisha pëlqyer', 'të kishe pëlqyer', 'të kishte pëlqyer', 'të kishim pëlqyer', 'të kishit pëlqyer', 'të kishin pëlqyer', 'do të pëlqeja', 'do të pëlqeje', 'do të pëlqente', 'do të pëlqenim', 'do të pëlqenit', 'do të pëlqenin', 'do të kisha pëlqyer', 'do të kishe pëlqyer', 'do të kishte pëlqyer', 'do të kishim pëlqyer', 'do të kishit pëlqyer', 'do të kishin pëlqyer', 'pëlqefsha', 'pëlqefsh', 'pëlqeftë', 'pëlqefshim', 'pëlqefshit', 'pëlqefshin', 'paça pëlqyer', 'paç pëlqyer', 'pastë pëlqyer', 'paçim pëlqyer', 'paçit pëlqyer', 'paçin pëlqyer', 'pëlqyekam', 'pëlqyeke', 'pëlqyeka', 'pëlqyekemi', 'pëlqyekeni', 'pëlqyekan', 'pëlqyekësha', 'pëlqyekëshe', 'pëlqyekësh', 'pëlqyekëshim', 'pëlqyekëshit', 'pëlqyekëshin', 'paskam pëlqyer', 'paske pëlqyer', 'paska pëlqyer', 'paskemi pëlqyer', 'paskeni pëlqyer', 'paskan pëlqyer', 'paskësha pëlqyer', 'paskëshe pëlqyer', 'paskësh pëlqyer', 'paskëshim pëlqyer', 'paskëshit pëlqyer', 'paskëshin pëlqyer', '—', 'pëlqe', '—', '—', 'pëlqeni', '—']~
402,buzë,lip,,/buzə/,Noun,f,_____@,,(anatomy) lipSynonyms: grykë; pipëz,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'buzë', 'buzë', 'buza', 'buzët', 'kallëzore', 'buzë', 'buzë', 'buzën', 'buzët', 'gjinore', 'i', 'e', 'të', 'së', 'buze', 'buzëve', 'buzës', 'buzëvet', 'dhanore', 'buze', 'buzëve', 'buzës', 'buzëvet', 'rrjedhore', 'buze', 'buzësh', 'buzës', 'buzëvet']~
403,dëgjoj,listen,,,Verb,,Të dëgjoj me vështirsi.@I can hardly hear you.,,I hear; listen to,,~['dëgjuar', 'duke dëgjuar', 'për të dëgjuar', 'dëgjoj', 'dëgjon', 'dëgjon', 'dëgjojmë', 'dëgjoni', 'dëgjojnë', 'dëgjoja', 'dëgjoje', 'dëgjonte', 'dëgjonim', 'dëgjonit', 'dëgjonin', 'dëgjova', 'dëgjove', 'dëgjoi', 'dëgjuam', 'dëgjuat', 'dëgjuan', 'kam dëgjuar', 'ke dëgjuar', 'ka dëgjuar', 'kemi dëgjuar', 'keni dëgjuar', 'kanë dëgjuar', 'kisha dëgjuar', 'kishe dëgjuar', 'kishte dëgjuar', 'kishim dëgjuar', 'kishit dëgjuar', 'kishin dëgjuar', 'pata dëgjuar', 'pate dëgjuar', 'pati dëgjuar', 'patëm dëgjuar', 'patët dëgjuar', 'patën dëgjuar', 'do të dëgjoj', 'do të dëgjosh', 'do të dëgjojë', 'do të dëgjojmë', 'do të dëgjoni', 'do të dëgjojnë', 'do të kem dëgjuar', 'do të kesh dëgjuar', 'do të ketë dëgjuar', 'do të kemi dëgjuar', 'do të keni dëgjuar', 'do të kenë dëgjuar', 'të dëgjoj', 'të dëgjosh', 'të dëgjojë', 'të dëgjojmë', 'të dëgjoni', 'të dëgjojnë', 'të dëgjoja', 'të dëgjoje', 'të dëgjonte', 'të dëgjonim', 'të dëgjonit', 'të dëgjonin', 'të kem dëgjuar', 'të kesh dëgjuar', 'të ketë dëgjuar', 'të kemi dëgjuar', 'të keni dëgjuar', 'të kenë dëgjuar', 'të kisha dëgjuar', 'të kishe dëgjuar', 'të kishte dëgjuar', 'të kishim dëgjuar', 'të kishit dëgjuar', 'të kishin dëgjuar', 'do të dëgjoja', 'do të dëgjoje', 'do të dëgjonte', 'do të dëgjonim', 'do të dëgjonit', 'do të dëgjonin', 'do të kisha dëgjuar', 'do të kishe dëgjuar', 'do të kishte dëgjuar', 'do të kishim dëgjuar', 'do të kishit dëgjuar', 'do të kishin dëgjuar', 'dëgjofsha', 'dëgjofsh', 'dëgjoftë', 'dëgjofshim', 'dëgjofshit', 'dëgjofshin', 'paça dëgjuar', 'paç dëgjuar', 'pastë dëgjuar', 'paçim dëgjuar', 'paçit dëgjuar', 'paçin dëgjuar', 'dëgjuakam', 'dëgjuake', 'dëgjuaka', 'dëgjuakemi', 'dëgjuakeni', 'dëgjuakan', 'dëgjuakësha', 'dëgjuakëshe', 'dëgjuakësh', 'dëgjuakëshim', 'dëgjuakëshit', 'dëgjuakëshin', 'paskam dëgjuar', 'paske dëgjuar', 'paska dëgjuar', 'paskemi dëgjuar', 'paskeni dëgjuar', 'paskan dëgjuar', 'paskësha dëgjuar', 'paskëshe dëgjuar', 'paskësh dëgjuar', 'paskëshim dëgjuar', 'paskëshit dëgjuar', 'paskëshin dëgjuar', '—', 'dëgjo', '—', '—', 'dëgjoni', '—']~
404,litër,litre,,,Noun,,_____@,,liter,,
405,jetoj,live,,[jɛˈtɔj],Verb,,Qyteti ku unë jetoj është shumë i vogël.@The town where I live is quite small.,,I live (to be alive),,~['jetuar', 'duke jetuar', 'për të jetuar', 'jetoj', 'jeton', 'jeton', 'jetojmë', 'jetoni', 'jetojnë', 'jetoja', 'jetoje', 'jetonte', 'jetonim', 'jetonit', 'jetonin', 'jetova', 'jetove', 'jetoi', 'jetuam', 'jetuat', 'jetuan', 'kam jetuar', 'ke jetuar', 'ka jetuar', 'kemi jetuar', 'keni jetuar', 'kanë jetuar', 'kisha jetuar', 'kishe jetuar', 'kishte jetuar', 'kishim jetuar', 'kishit jetuar', 'kishin jetuar', 'pata jetuar', 'pate jetuar', 'pati jetuar', 'patëm jetuar', 'patët jetuar', 'patën jetuar', 'do të jetoj', 'do të jetosh', 'do të jetojë', 'do të jetojmë', 'do të jetoni', 'do të jetojnë', 'do të kem jetuar', 'do të kesh jetuar', 'do të ketë jetuar', 'do të kemi jetuar', 'do të keni jetuar', 'do të kenë jetuar', 'të jetoj', 'të jetosh', 'të jetojë', 'të jetojmë', 'të jetoni', 'të jetojnë', 'të jetoja', 'të jetoje', 'të jetonte', 'të jetonim', 'të jetonit', 'të jetonin', 'të kem jetuar', 'të kesh jetuar', 'të ketë jetuar', 'të kemi jetuar', 'të keni jetuar', 'të kenë jetuar', 'të kisha jetuar', 'të kishe jetuar', 'të kishte jetuar', 'të kishim jetuar', 'të kishit jetuar', 'të kishin jetuar', 'do të jetoja', 'do të jetoje', 'do të jetonte', 'do të jetonim', 'do të jetonit', 'do të jetonin', 'do të kisha jetuar', 'do të kishe jetuar', 'do të kishte jetuar', 'do të kishim jetuar', 'do të kishit jetuar', 'do të kishin jetuar', 'jetofsha', 'jetofsh', 'jetoftë', 'jetofshim', 'jetofshit', 'jetofshin', 'paça jetuar', 'paç jetuar', 'pastë jetuar', 'paçim jetuar', 'paçit jetuar', 'paçin jetuar', 'jetuakam', 'jetuake', 'jetuaka', 'jetuakemi', 'jetuakeni', 'jetuakan', 'jetuakësha', 'jetuakëshe', 'jetuakësh', 'jetuakëshim', 'jetuakëshit', 'jetuakëshin', 'paskam jetuar', 'paske jetuar', 'paska jetuar', 'paskemi jetuar', 'paskeni jetuar', 'paskan jetuar', 'paskësha jetuar', 'paskëshe jetuar', 'paskësh jetuar', 'paskëshim jetuar', 'paskëshit jetuar', 'paskëshin jetuar', '—', 'jeto', '—', '—', 'jetoni', '—']~
406,dhomë të gjallë,living room,,,Noun,,_____@,,,,
407,vend,location,,,Noun,m,Yotube është një vend i mirë për te gjetur muzikë me lyrics ne vidio.@Youtube is a great place to find songs with the lyrics in the video.,,place,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'vend', 'vende', 'vendi', 'vendet', 'kallëzore', 'vend', 'vende', 'vendin', 'vendet', 'gjinore', 'i', 'e', 'të', 'së', 'vendi', 'vendeve', 'vendit', 'vendevet', 'dhanore', 'vendi', 'vendeve', 'vendit', 'vendevet', 'rrjedhore', 'vendi', 'vendesh', 'vendit', 'vendevet']~
408,kyç,lock,,/kyt͡ʃ/,Noun,m,_____@,,key; lockSynonym: çelës,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'kyç', 'kyçe', 'kyçi', 'kyçet', 'kallëzore', 'kyç', 'kyçe', 'kyçin', 'kyçet', 'gjinore', 'i', 'e', 'të', 'së', 'kyçi', 'kyçeve', 'kyçit', 'kyçevet', 'dhanore', 'kyçi', 'kyçeve', 'kyçit', 'kyçevet', 'rrjedhore', 'kyçi', 'kyçesh', 'kyçit', 'kyçevet']~
409,gjatë,long,,,Adjective,m,Ajo jetoi një jetë të gjatë e të trishtë. Vdiq duke shpresuar që do ta shihte të birin qoftë edhe një herë.@She had a long and a sad life. She died hoping that she would see her son at least one more time.,,tall,,
410,shoh,look,,,Verb,m,Nuk shoh analogji midis problemit tend dhe te timit.@I see no analogy between your problem and mine.,,(intransitive) I see,,~['parë', 'duke parë', 'për të parë', 'shoh', 'sheh', 'sheh', 'shohim', 'shihni', 'shohin', 'shihja', 'shihje', 'shihte', 'shihnim', 'shihnit', 'shihnin', 'pashë', 'pe', 'pa', 'pamë', 'patë', 'panë', 'kam parë', 'ke parë', 'ka parë', 'kemi parë', 'keni parë', 'kanë parë', 'kisha parë', 'kishe parë', 'kishte parë', 'kishim parë', 'kishit parë', 'kishin parë', 'pata parë', 'pate parë', 'pati parë', 'patëm parë', 'patët parë', 'patën parë', 'do të shoh', 'do të shohësh', 'do të shohë', 'do të shohim', 'do të shihni', 'do të shohin', 'do të kem parë', 'do të kesh parë', 'do të ketë parë', 'do të kemi parë', 'do të keni parë', 'do të kenë parë', 'të shoh', 'të shohësh', 'të shohë', 'të shohim', 'të shihni', 'të shohin', 'të shihja', 'të shihje', 'të shihte', 'të shihnim', 'të shihnit', 'të shihnin', 'të kem parë', 'të kesh parë', 'të ketë parë', 'të kemi parë', 'të keni parë', 'të kenë parë', 'të kisha parë', 'të kishe parë', 'të kishte parë', 'të kishim parë', 'të kishit parë', 'të kishin parë', 'do të shihja', 'do të shihje', 'do të shihte', 'do të shihnim', 'do të shihnit', 'do të shihnin', 'do të kisha parë', 'do të kishe parë', 'do të kishte parë', 'do të kishim parë', 'do të kishit parë', 'do të kishin parë', 'pafsha', 'pafsh', 'paftë', 'pafshim', 'pafshit', 'pafshin', 'paça parë', 'paç parë', 'pastë parë', 'paçim parë', 'paçit parë', 'paçin parë', 'pakam', 'pake', 'paka', 'pakemi', 'pakeni', 'pakan', 'pakësha', 'pakëshe', 'pakësh', 'pakëshim', 'pakëshit', 'pakëshin', 'paskam parë', 'paske parë', 'paska parë', 'paskemi parë', 'paskeni parë', 'paskan parë', 'paskësha parë', 'paskëshe parë', 'paskësh parë', 'paskëshim parë', 'paskëshit parë', 'paskëshin parë', '—', 'shih', '—', '—', 'shihni', '—']~
411,i lirshëm,loose,,,Adjective,,_____@,,,,
412,humb,lose,,[ʰumb],Verb,,_____@,,I lose; misplace,,
413,me zë të lartë,loud,,,Adjective,,_____@,,,,
414,do,love,,,Verb,,Ju flisini i pari; Une do te flas pastaj.@You speak first; I will speak after.,,second/third-person singular present indicative of dua,,
415,ulët,low,,,Adjective,m,_____@,,low(er); subdued; down,,
416,bagazh,luggage,,[baɡɑʒ],Noun,m,_____@,,luggage; baggage,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'bagazh', 'bagazhe', 'bagazhi', 'bagazhet', 'kallëzore', 'bagazh', 'bagazhe', 'bagazhin', 'bagazhet', 'gjinore', 'i', 'e', 'të', 'së', 'bagazhi', 'bagazheve', 'bagazhit', 'bagazhevet', 'dhanore', 'bagazhi', 'bagazheve', 'bagazhit', 'bagazhevet', 'rrjedhore', 'bagazhi', 'bagazhesh', 'bagazhit', 'bagazhevet']~
417,drekë,lunch,,,Noun,f,Hëngra drekë rreth orës njëmbëdhjetë sepse kisha uri.@I had lunch around eleven because I was hungry.,,lunch,,
418,,lyrics,,,Noun,,_____@,,,,
419,revistë,magazine,,,Noun,,_____@,,,,
420,kryesor,main,,,Adjective,,_____@,,,,
421,kurs kryesor,main course,,,Noun,,_____@,,,,
422,bëj,make,,/bəj/,Verb,,Bëj kujdes me mënyren që ju përdorni fjalën "larg" kur përshkruani distanca. Ju mund ta përdorni në pyetje ose në fjalitë negative.@Be careful with the way that you use the word "far" when describing distances. You can use it in questions or in negative sentences.,,I do; make,,~['bërë', 'duke bërë', 'për të bërë', 'bëj', 'bën', 'bën', 'bëjmë', 'bëni', 'bëjnë', 'bëja', 'bëje', 'bënte', 'bënim', 'bënit', 'bënin', 'bëra', 'bëre', 'bëri', 'bëmë', 'bëtë', 'bënë', 'kam bërë', 'ke bërë', 'ka bërë', 'kemi bërë', 'keni bërë', 'kanë bërë', 'kisha bërë', 'kishe bërë', 'kishte bërë', 'kishim bërë', 'kishit bërë', 'kishin bërë', 'pata bërë', 'pate bërë', 'pati bërë', 'patëm bërë', 'patët bërë', 'patën bërë', 'do të bëj', 'do të bësh', 'do të bëjë', 'do të bëjmë', 'do të bëni', 'do të bëjnë', 'do të kem bërë', 'do të kesh bërë', 'do të ketë bërë', 'do të kemi bërë', 'do të keni bërë', 'do të kenë bërë', 'të bëj', 'të bësh', 'të bëjë', 'të bëjmë', 'të bëni', 'të bëjnë', 'të bëja', 'të bëje', 'të bënte', 'të bënim', 'të bënit', 'të bënin', 'të kem bërë', 'të kesh bërë', 'të ketë bërë', 'të kemi bërë', 'të keni bërë', 'të kenë bërë', 'të kisha bërë', 'të kishe bërë', 'të kishte bërë', 'të kishim bërë', 'të kishit bërë', 'të kishin bërë', 'do të bëja', 'do të bëje', 'do të bënte', 'do të bënim', 'do të bënit', 'do të bënin', 'do të kisha bërë', 'do të kishe bërë', 'do të kishte bërë', 'do të kishim bërë', 'do të kishit bërë', 'do të kishin bërë', 'bëfsha', 'bëfsh', 'bëftë', 'bëfshim', 'bëfshit', 'bëfshin', 'paça bërë', 'paç bërë', 'pastë bërë', 'paçim bërë', 'paçit bërë', 'paçin bërë', 'bëkam', 'bëke', 'bëka', 'bëkemi', 'bëkeni', 'bëkan', 'bëkësha', 'bëkëshe', 'bëkësh', 'bëkëshim', 'bëkëshit', 'bëkëshin', 'paskam bërë', 'paske bërë', 'paska bërë', 'paskemi bërë', 'paskeni bërë', 'paskan bërë', 'paskësha bërë', 'paskëshe bërë', 'paskësh bërë', 'paskëshim bërë', 'paskëshit bërë', 'paskëshin bërë', '—', 'bëj', '—', '—', 'bëni', '—']~
423,mashkull,male,,[ˈmaʃkʊɫ],Adjective,m,_____@,,IPA(key): [ˈmaʃkʊɫ],,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'mashkull', 'meshkuj', 'mashkulli', 'meshkujt', 'kallëzore', 'mashkull', 'meshkuj', 'mashkullin', 'meshkujt', 'gjinore', 'i', 'e', 'të', 'së', 'mashkulli', 'meshkujve', 'mashkullit', 'meshkujvet', 'dhanore', 'mashkulli', 'meshkujve', 'mashkullit', 'meshkujvet', 'rrjedhore', 'mashkulli', 'meshkujsh', 'mashkullit', 'meshkujvet']~
424,burrë,male,,/ˈburə/,Noun,m,Thuhet se ai ka qenë një burrë me pozicion të respektueshëm.@He is said to have been a man of respectable position.,,husband,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'burrë', 'burra', 'burri', 'burrat', 'kallëzore', 'burrë', 'burra', 'burrin', 'burrat', 'gjinore', 'i', 'e', 'të', 'së', 'burri', 'burrave', 'burrit', 'burravet', 'dhanore', 'burri', 'burrave', 'burrit', 'burravet', 'rrjedhore', 'burri', 'burrash', 'burrit', 'burravet']~
425,burrë,man,,/ˈburə/,Noun,m,Thuhet se ai ka qenë një burrë me pozicion të respektueshëm.@He is said to have been a man of respectable position.,,husband,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'burrë', 'burra', 'burri', 'burrat', 'kallëzore', 'burrë', 'burra', 'burrin', 'burrat', 'gjinore', 'i', 'e', 'të', 'së', 'burri', 'burrave', 'burrit', 'burravet', 'dhanore', 'burri', 'burrave', 'burrit', 'burravet', 'rrjedhore', 'burri', 'burrash', 'burrit', 'burravet']~
426,hartë,map,,,Noun,f,_____@,,map,,
427,mars,March,,,Proper noun,m,_____@,,March,,
428,treg,market,,,Noun,m,_____@,,market,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'treg', 'tregje', 'tregu', 'tregjet', 'kallëzore', 'treg', 'tregje', 'tregun', 'tregjet', 'gjinore', 'i', 'e', 'të', 'së', 'tregu', 'tregjeve', 'tregut', 'tregjevet', 'dhanore', 'tregu', 'tregjeve', 'tregut', 'tregjevet', 'rrjedhore', 'tregu', 'tregjesh', 'tregut', 'tregjevet']~
429,martesë,marriage,,,Noun,f,~Është shum shpejt për të folur për martesë, ne akoma jemi duke njohur njëri -tjetrin.@It's too soon to think about marriage. We're still getting to know each other.~,,marriage,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'martesë', 'martesa', 'martesa', 'martesat', 'kallëzore', 'martesë', 'martesa', 'martesën', 'martesat', 'gjinore', 'i', 'e', 'të', 'së', 'martese', 'martesave', 'martesës', 'martesavet', 'dhanore', 'martese', 'martesave', 'martesës', 'martesavet', 'rrjedhore', 'martese', 'martesash', 'martesës', 'martesavet']~
430,ndeshje,match,,,Noun,f,_____@,,fight,,
431,material,material,,,Noun,,_____@,,,,
432,matematikë,mathematics,,/matɛmaˈtikə/,Noun,f,_____@,,mathematics,,
433,maj,May,,,Proper noun,m,_____@,,mâj (Gheg),,
434,do të thotë,mean,,,Adjective,,~Vetëm pse është e mundur për ta bërë, nuk do të thotë që duhet ta bësh.@Just because it's possible to do it, doesn't mean you should do it.~,,,,
435,mish,meat,,/miʃ/,Noun,m,Shqiptarët hanë vetëm Mish Hallall.@Albanians only eat halal meat.,,flesh; meat,,
436,,medicine,,,Noun,,_____@,,,,
437,pjesëmarrës,member,,,Noun,,Ka mijëra pjesëmarrës në ngjarjen e sotme.@There are thousands of participants at today's event.,,,,
438,meny,menu,,,Noun,,_____@,,,,
439,metal,metal,,,Noun,,_____@,,,,
440,,metre,,,Noun,,_____@,,,,
441,qumësht,milk,,[c͡çuməʃt],Noun,m,_____@,,milkSynonym: tambël,,~['qumësht', 'qumështi', 'qumësht', 'qumështin', 'i', 'e', 'të', 'së', 'qumështi', 'qumështit', 'qumështi', 'qumështit', 'qumështi', 'qumështit']~
442,mililitër,millilitre,,,Noun,,_____@,,milliliter,,
443,mendje,mind,,[mɛndjɛ],Noun,f,_____@,,mind,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'mendje', 'mendje', 'mendja', 'mendjet', 'kallëzore', 'mendje', 'mendje', 'mendjen', 'mendjet', 'gjinore', 'i', 'e', 'të', 'së', 'mendjeje', 'mendjeve', 'mendjes', 'mendjeve', 'dhanore', 'mendjeje', 'mendjeve', 'mendjes', 'mendjeve', 'rrjedhore', 'mendjeje', 'mendjesh', 'mendjes', 'mendjeve']~
444,minutë,minute,,,Noun,f,_____@,,minute (unit of time),,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'minutë', 'minuta', 'minuta', 'minutat', 'kallëzore', 'minutë', 'minuta', 'minutën', 'minutat', 'gjinore', 'i', 'e', 'të', 'së', 'minute', 'minutave', 'minutës', 'minutavet', 'dhanore', 'minute', 'minutave', 'minutës', 'minutavet', 'rrjedhore', 'minute', 'minutash', 'minutës', 'minutavet']~
445,përziej,mix,,,Verb,,_____@,,,,
446,telefon celular,mobile phone,,,Noun,,_____@,,,,
447,moment,moment,,,Noun,,~Vetem nje moment ne jeten time ishte i mjaftueshe per te njohur dhe dashur juve, por gjith jeta ime nuk do te jete e mjaftueshme per te te harruar .@Only one moment of my life was enough to get to know and love you, but all my life will not be enough to get to forget you.~,,,,
448,e hënë,Monday,,/ɛˈhən(ə)/,Noun,f,_____@,,Monday,,
449,para,money,,,Noun,f,~Nuk kam para, por kam ëndërra.@I have no money, but I have dreams.~,,money,,
450,muaj,month,,[ˈmuaj],Noun,m,~Më jep mua një minut jam i mirë. Nqs kam një orë, jam i shkëlqyer. Ti me jep gjashtë muaj, jam i pathyeshëm.@Give me a minute and I'm good. lf I've got an hour, I'm great. You give me six months, I'm unbeatable.~,,month,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'muaj', 'muaj', 'muaji', 'muajt', 'kallëzore', 'muaj', 'muaj', 'muajin', 'muajt', 'gjinore', 'i', 'e', 'të', 'së', 'muaji', 'muajve', 'muajit', 'muajvet', 'dhanore', 'muaji', 'muajve', 'muajit', 'muajvet', 'rrjedhore', 'muaji', 'muajsh', 'muajit', 'muajvet']~
451,përmendore,monument,,,Noun,,_____@,,,,
